,spent,clicks,channel
0,0.20154636616860183,0.3389104852661699,Bing
1,0.38260353860913254,0.40866241232664147,Bing
2,0.7431526306379115,0.6483151070427373,Bing
3,1.1830850267032698,0.888835779731441,Bing
4,0.14078938016135234,0.3063891556051831,Bing
5,0.6491506018575801,0.6851486648975701,Bing
6,1.143420123686913,0.9111285651888565,Bing
7,1.0823100485111739,0.8418893790686269,Bing
8,0.34314333190567897,0.5433020848995145,Bing
9,0.045884974550330304,0.03875269099342946,Bing
10,0.0381687914901912,-0.05149837241424732,Bing
11,0.5718063565323186,0.5912634954047619,Bing
12,0.32489909569592007,0.4136777622354825,Bing
13,0.3325374994095526,0.4375241524885075,Bing
14,0.656831390475858,0.6361994086350905,Bing
15,0.34629981231147644,0.44591535599525595,Bing
16,0.3281715560065329,0.38754741408135646,Bing
17,0.032234557898863314,0.06371074600859719,Bing
18,1.2563669634938592,0.8146207329525414,Bing
19,0.27885939884207656,0.35262938639417524,Bing
20,1.4888151182640976,0.9365917351883267,Bing
21,0.49904277804019365,0.5523266799120023,Bing
22,1.0822266113749026,0.812808534147186,Bing
23,0.6331604999421228,0.5452593272577181,Bing
24,1.2450535399114906,0.8591484756885752,Bing
25,0.8813709092153392,0.739201916127837,Bing
26,1.3237185012477866,0.928345581618367,Bing
27,0.8835033869738276,0.728495675733879,Bing
28,0.05178874522701238,0.0883507502444442,Bing
29,0.6214709989511614,0.7415828028707695,Bing
30,0.2595111023685764,0.2824344213628937,Bing
31,1.011728745753491,0.7974057097053898,Bing
32,0.5620545307524605,0.5601182628100589,Bing
33,1.1676639225002186,0.884920094311069,Bing
34,0.7814076264197178,0.6896627658445525,Bing
35,0.044362445950360596,0.10868992707927747,Bing
36,0.06523093553479115,0.06369648908342222,Bing
37,0.8897755955700863,0.6428279322151933,Bing
38,0.5903995295668709,0.6618106824910316,Bing
39,1.4731149563078014,0.9700844643066016,Bing
40,1.1557847097462008,0.7636769880220954,Bing
41,0.34826419209452186,0.4223680705453221,Bing
42,0.7706574947814555,0.7929657312853362,Bing
43,0.6886975978660026,0.6705571513086691,Bing
44,0.40391921616213183,0.3769258135588154,Bing
45,0.008563694175589387,-0.022818462490367113,Bing
46,1.1754828489230849,0.9091076271822084,Bing
47,1.1107551177497945,0.7544868041054275,Bing
48,1.2137098513087192,0.809218328421434,Bing
49,0.6391360195322253,0.655099223129615,Bing
50,0.20154636616860183,0.7989675572995129,Facebook
51,0.38260353860913254,0.9154685570821295,Facebook
52,0.7431526306379115,0.9686105043143467,Facebook
53,1.1830850267032698,1.0089230189562008,Facebook
54,0.14078938016135234,0.6895418167622639,Facebook
55,0.6491506018575801,0.999051372641775,Facebook
56,1.143420123686913,1.0215255331292774,Facebook
57,1.0823100485111739,0.9999890289624266,Facebook
58,0.34314333190567897,0.9642701661068708,Facebook
59,0.045884974550330304,0.27665360577006887,Facebook
60,0.0381687914901912,0.2032071600433027,Facebook
61,0.5718063565323186,0.97410009153341,Facebook
62,0.32489909569592007,0.9082691136116174,Facebook
63,0.3325374994095526,0.9197059929990216,Facebook
64,0.656831390475858,0.9781806677332032,Facebook
65,0.34629981231147644,0.9259051280812821,Facebook
66,0.3281715560065329,0.8986597288342842,Facebook
67,0.032234557898863314,0.2189093036857086,Facebook
68,1.2563669634938592,0.9730263164670526,Facebook
69,0.27885939884207656,0.8665309960476357,Facebook
70,1.4888151182640976,1.0064547641633568,Facebook
71,0.49904277804019365,0.9684878891438943,Facebook
72,1.0822266113749026,0.9883655164103794,Facebook
73,0.6331604999421228,0.9457726241401491,Facebook
74,1.2450535399114906,0.9917479712939219,Facebook
75,0.8813709092153392,0.98373550456128,Facebook
76,1.3237185012477866,1.0134355776235537,Facebook
77,0.8835033869738276,0.9791508601795126,Facebook
78,0.05178874522701238,0.3234992203778664,Facebook
79,0.6214709989511614,1.0262445427251048,Facebook
80,0.2595111023685764,0.8274906838037335,Facebook
81,1.011728745753491,0.9900866114101504,Facebook
82,0.5620545307524605,0.9631300610882263,Facebook
83,1.1676639225002186,1.0087614274612764,Facebook
84,0.7814076264197178,0.9789765018146127,Facebook
85,0.044362445950360596,0.29744685753613387,Facebook
86,0.06523093553479115,0.3703954854224693,Facebook
87,0.8897755955700863,0.9439998860470366,Facebook
88,0.5903995295668709,0.9993972587324436,Facebook
89,1.4731149563078014,1.0207111384470102,Facebook
90,1.1557847097462008,0.9613705201080873,Facebook
91,0.34826419209452186,0.9168352689227969,Facebook
92,0.7706574947814555,1.0220126803632934,Facebook
93,0.6886975978660026,0.9865603687223596,Facebook
94,0.40391921616213183,0.9037265216190203,Facebook
95,0.008563694175589387,0.04730005252957703,Facebook
96,1.1754828489230849,1.0177198176590805,Facebook
97,1.1107551177497945,0.962086235928833,Facebook
98,1.2137098513087192,0.9743892636041626,Facebook
99,0.6391360195322253,0.9887103516535838,Facebook
100,0.20154636616860183,0.5058020595020529,Google
